loss,batch_in_data,epoc,batch_in_test
0.337006867,73728,6,36
0.310436279,75776,6,37
0.340248317,77824,6,38
0.176690668,79872,6,39
0.42038095,81920,6,40
0.433407187,83968,6,41
0.949672878,86016,6,42
0.658852279,88064,6,43
0.320003778,90112,6,44
0.611789703,92160,6,45
0.607225299,94208,6,46
2.22706604,96256,6,47
1.640647769,98304,6,48
0.563165545,100352,6,49
0.490519613,102400,6,50
0.132079527,104448,6,51
0.267096102,106496,6,52
0.212796316,108544,6,53
0.12058375,110592,6,54
0.225288302,112640,6,55
0.477418751,114688,6,56
0.873475611,116736,6,57
0.605452538,118784,6,58
0.235176414,120832,6,59
0.363278985,122880,6,60
0.333505332,124928,6,61
0.426800102,126976,6,62
0.391118854,129024,6,63
0.231306538,131072,6,64
1.302485347,133120,6,65
1.541558623,135168,6,66
0.690321326,137216,6,67
2.219100714,0,7,0
1.799555898,2048,7,1
0.699488163,4096,7,2
3.921636105,6144,7,3
1.490772843,8192,7,4
0.043861769,10240,7,5
0.214872524,12288,7,6
0.187879235,14336,7,7
0.124155506,16384,7,8
0.094392717,18432,7,9
0.250872076,20480,7,10
0.240429848,22528,7,11
0.590460837,24576,7,12
1.475163698,26624,7,13
1.349488378,28672,7,14
0.833406925,30720,7,15
0.814182162,32768,7,16
1.586191177,34816,7,17
1.832976937,36864,7,18
0.79794538,38912,7,19
1.515075684,40960,7,20
1.58631742,43008,7,21
1.988527775,45056,7,22
1.010144234,47104,7,23
0.836062193,49152,7,24
1.326464057,51200,7,25
0.973655641,53248,7,26
1.972412109,55296,7,27
1.552489042,57344,7,28
1.30752492,59392,7,29
2.19879055,61440,7,30
1.030647516,63488,7,31
1.852166295,65536,7,32
1.36652267,67584,7,33
0.640690565,69632,7,34
1.310352206,71680,7,35
0.590976417,73728,7,36
0.699979603,75776,7,37
0.642628491,77824,7,38
0.481740952,79872,7,39
1.105814457,81920,7,40
0.543185174,83968,7,41
1.122734785,86016,7,42
0.950445056,88064,7,43
0.468979239,90112,7,44
0.739363253,92160,7,45
0.439953625,94208,7,46
0.906820655,96256,7,47
0.938007057,98304,7,48
0.593492329,100352,7,49
0.989641547,102400,7,50
0.609888375,104448,7,51
0.761309743,106496,7,52
0.491532445,108544,7,53
0.757423103,110592,7,54
1.005882025,112640,7,55
0.801083207,114688,7,56
1.407274723,116736,7,57
1.279333234,118784,7,58
0.510706842,120832,7,59
0.95237267,122880,7,60
0.695444584,124928,7,61
1.003581047,126976,7,62
1.477963924,129024,7,63
0.77668792,131072,7,64
0.634215653,133120,7,65
0.782484293,135168,7,66
0.487942606,137216,7,67
0.097727135,0,8,0
0.592530668,2048,8,1
0.616366863,4096,8,2
0.342324167,6144,8,3
0.821235836,8192,8,4
0.198042959,10240,8,5
0.141873688,12288,8,6
0.070214868,14336,8,7
0.076157659,16384,8,8
0.036156218,18432,8,9
0.07711421,20480,8,10
0.108510084,22528,8,11
0.116103128,24576,8,12
0.074843727,26624,8,13
0.087236382,28672,8,14
0.326522559,30720,8,15
0.137324557,32768,8,16
0.25956431,34816,8,17
0.315188348,36864,8,18
0.217754975,38912,8,19
0.63588506,40960,8,20
0.176769197,43008,8,21
0.350883663,45056,8,22
0.313278705,47104,8,23
0.308851004,49152,8,24
0.558705866,51200,8,25
0.426499158,53248,8,26
0.688711882,55296,8,27
0.581456661,57344,8,28
0.379288584,59392,8,29
0.730581045,61440,8,30
0.492289543,63488,8,31
0.893632889,65536,8,32
0.8908301,67584,8,33
0.443519354,69632,8,34
0.998431146,71680,8,35
0.447484493,73728,8,36
0.539474428,75776,8,37
0.533596039,77824,8,38
0.463560998,79872,8,39
0.827160716,81920,8,40
0.250382125,83968,8,41
0.34905225,86016,8,42
0.310717642,88064,8,43
0.201034427,90112,8,44
0.582931757,92160,8,45
0.57295543,94208,8,46
1.655020595,96256,8,47
1.136181235,98304,8,48
0.442602456,100352,8,49
0.556881189,102400,8,50
0.272118896,104448,8,51
0.337803721,106496,8,52
0.241416633,108544,8,53
0.236817569,110592,8,54
0.433779567,112640,8,55
0.222798944,114688,8,56
0.252853662,116736,8,57
0.228812516,118784,8,58
0.122547343,120832,8,59
0.264069676,122880,8,60
0.203377888,124928,8,61
0.183044121,126976,8,62
0.120778941,129024,8,63
0.069756269,131072,8,64
1.300917387,133120,8,65
1.290351987,135168,8,66
0.484875143,137216,8,67
0.085811198,0,9,0
0.244507179,2048,9,1
0.136552989,4096,9,2
0.290142357,6144,9,3
0.258778214,8192,9,4
0.064714804,10240,9,5
0.008485774,12288,9,6
0.049570359,14336,9,7
0.081451342,16384,9,8
0.038581163,18432,9,9
0.112853728,20480,9,10
0.19805035,22528,9,11
0.396855056,24576,9,12
0.907835066,26624,9,13
0.862023175,28672,9,14
1.50676322,30720,9,15
1.231571794,32768,9,16
0.667987108,34816,9,17
0.568926036,36864,9,18
0.234368026,38912,9,19
0.614114583,40960,9,20
0.827009618,43008,9,21
1.328572273,45056,9,22
0.845580995,47104,9,23
0.791789889,49152,9,24
1.27835989,51200,9,25
1.019199252,53248,9,26
1.863784313,55296,9,27
1.302610397,57344,9,28
0.646107733,59392,9,29
0.988221109,61440,9,30
0.769912958,63488,9,31
1.923484683,65536,9,32
1.479095817,67584,9,33
0.666740477,69632,9,34
1.428584695,71680,9,35
0.853700817,73728,9,36
1.371643305,75776,9,37
1.091166496,77824,9,38
0.553031445,79872,9,39
1.349161029,81920,9,40
0.558192015,83968,9,41
1.082449198,86016,9,42
0.619346261,88064,9,43
0.263948441,90112,9,44
0.619152546,92160,9,45
0.642911673,94208,9,46
2.159745216,96256,9,47
1.380343199,98304,9,48
0.56523484,100352,9,49
0.874447882,102400,9,50
0.683488965,104448,9,51
0.760817885,106496,9,52
0.474432468,108544,9,53
0.36366412,110592,9,54
0.647536159,112640,9,55
0.367644697,114688,9,56
0.655735135,116736,9,57
0.446806312,118784,9,58
0.23713088,120832,9,59
0.287127912,122880,9,60
0.233874232,124928,9,61
0.444577873,126976,9,62
0.244873181,129024,9,63
0.257647097,131072,9,64
1.687495351,133120,9,65
2.39307785,135168,9,66
0.936720133,137216,9,67
0.099985406,0,10,0
0.497124732,2048,10,1
0.394724965,4096,10,2
7.298268318,6144,10,3
0.615171611,8192,10,4
0.166324794,10240,10,5
0.012445725,12288,10,6
0.075138479,14336,10,7
0.119719304,16384,10,8
0.079076961,18432,10,9
0.190085486,20480,10,10
0.292000294,22528,10,11
0.582519293,24576,10,12
1.328839898,26624,10,13
1.149708629,28672,10,14
1.680274129,30720,10,15
1.40102911,32768,10,16
1.671342969,34816,10,17
1.503699899,36864,10,18
0.500789464,38912,10,19
0.795859277,40960,10,20
0.903469443,43008,10,21
1.426535845,45056,10,22
0.888066411,47104,10,23
0.668578982,49152,10,24
1.05698204,51200,10,25
1.128661752,53248,10,26
2.478377581,55296,10,27
1.642703772,57344,10,28
0.932256103,59392,10,29
1.330453515,61440,10,30
0.757769406,63488,10,31
1.585603237,65536,10,32
1.270415664,67584,10,33
0.565495133,69632,10,34
1.101907134,71680,10,35
0.700489044,73728,10,36
1.198167801,75776,10,37
0.989083886,77824,10,38
0.477016926,79872,10,39
1.245556951,81920,10,40
0.657318532,83968,10,41
1.331532001,86016,10,42
0.787037849,88064,10,43
0.321499616,90112,10,44
0.76769501,92160,10,45
0.795374632,94208,10,46
2.928605318,96256,10,47
1.869845986,98304,10,48
0.606547475,100352,10,49
0.768076479,102400,10,50
0.59311378,104448,10,51
0.622170985,106496,10,52
0.399163038,108544,10,53
0.359670579,110592,10,54
0.626599669,112640,10,55
0.523304462,114688,10,56
0.982227504,116736,10,57
0.597211003,118784,10,58
0.351928771,120832,10,59
0.515447021,122880,10,60
0.544265151,124928,10,61
1.596170068,126976,10,62
1.000272751,129024,10,63
0.467011422,131072,10,64
1.681199074,133120,10,65
2.392531395,135168,10,66
0.936720133,137216,10,67
0.101581402,0,11,0
0.909772515,2048,11,1
0.667179406,4096,11,2
0.18639791,6144,11,3
0.196383148,8192,11,4
0.06828361,10240,11,5
0.027349895,12288,11,6
0.09765169,14336,11,7
0.142560333,16384,11,8
0.057960372,18432,11,9
0.087916739,20480,11,10
0.144265682,22528,11,11
0.142119557,24576,11,12
0.151632458,26624,11,13
0.130192444,28672,11,14
0.163364917,30720,11,15
0.157270297,32768,11,16
0.138923168,34816,11,17
0.15578644,36864,11,18
0.072703958,38912,11,19
0.106688231,40960,11,20
0.085700043,43008,11,21
0.216471493,45056,11,22
0.168986216,47104,11,23
0.09365385,49152,11,24
0.15232259,51200,11,25
0.448757619,53248,11,26
0.893669248,55296,11,27
0.344263256,57344,11,28
0.111280866,59392,11,29
0.196916178,61440,11,30
0.195044756,63488,11,31
0.341279238,65536,11,32
0.319111019,67584,11,33
0.095536731,69632,11,34
0.216492981,71680,11,35
0.082465068,73728,11,36
0.110507995,75776,11,37
0.16484949,77824,11,38
0.10155721,79872,11,39
0.34500441,81920,11,40
0.495586812,83968,11,41
1.103265882,86016,11,42
0.650967717,88064,11,43
0.316472411,90112,11,44
0.82990545,92160,11,45
0.731501222,94208,11,46
1.974801183,96256,11,47
1.413755417,98304,11,48
0.394274205,100352,11,49
0.274399042,102400,11,50
0.09378425,104448,11,51
0.104476221,106496,11,52
0.098482795,108544,11,53
0.085884027,110592,11,54
0.216410697,112640,11,55
0.410989463,114688,11,56
0.985870421,116736,11,57
0.605943322,118784,11,58
0.360130221,120832,11,59
0.740268111,122880,11,60
0.668704569,124928,11,61
1.470070362,126976,11,62
1.15041101,129024,11,63
0.564549267,131072,11,64
1.685085654,133120,11,65
2.29293251,135168,11,66
0.904811323,137216,11,67
1.138263583,0,12,0
0.19832626,2048,12,1
0.218063667,4096,12,2
1.79916048,6144,12,3
1.113923073,8192,12,4
0.134941354,10240,12,5
0.008919166,12288,12,6
0.053551488,14336,12,7
0.082801238,16384,12,8
0.028728938,18432,12,9
0.052248631,20480,12,10
0.093719587,22528,12,11
0.306735128,24576,12,12
0.721839666,26624,12,13
0.707162321,28672,12,14
0.735966206,30720,12,15
0.614268124,32768,12,16
0.357258737,34816,12,17
0.446035862,36864,12,18
0.233844161,38912,12,19
0.686935604,40960,12,20
0.315178424,43008,12,21
0.57604605,45056,12,22
0.37552622,47104,12,23
0.574218333,49152,12,24
0.903925538,51200,12,25
0.43698445,53248,12,26
0.354982913,55296,12,27
0.301564962,57344,12,28
0.122998834,59392,12,29
0.207241833,61440,12,30
0.363271117,63488,12,31
1.168954372,65536,12,32
1.001958609,67584,12,33
0.594141841,69632,12,34
1.480551004,71680,12,35
0.690553427,73728,12,36
0.886048615,75776,12,37
0.752214491,77824,12,38
0.477795571,79872,12,39
1.143474221,81920,12,40
0.558350205,83968,12,41
1.08715868,86016,12,42
0.688565552,88064,12,43
0.326065034,90112,12,44
0.82061249,92160,12,45
0.548278511,94208,12,46
0.84097904,96256,12,47
0.606481731,98304,12,48
0.338882476,100352,12,49
0.558805466,102400,12,50
0.406294465,104448,12,51
0.430258662,106496,12,52
0.300931096,108544,12,53
0.400627494,110592,12,54
0.519753039,112640,12,55
0.33046639,114688,12,56
0.621653855,116736,12,57
0.475375533,118784,12,58
0.327168524,120832,12,59
0.7619735,122880,12,60
0.486859351,124928,12,61
0.52308023,126976,12,62
0.344165683,129024,12,63
0.166259885,131072,12,64
1.012184143,133120,12,65
1.073196292,135168,12,66
0.379645377,137216,12,67
0.101581402,0,13,0
0.37254861,2048,13,1
0.317057967,4096,13,2
0.185648352,6144,13,3
0.344431996,8192,13,4
0.039787382,10240,13,5
0.014533637,12288,13,6
0.055113792,14336,13,7
0.236789256,16384,13,8
0.031225625,18432,13,9
0.058278479,20480,13,10
0.100133553,22528,13,11
0.089281529,24576,13,12
0.122468561,26624,13,13
0.141173139,28672,13,14
0.194044426,30720,13,15
0.17966558,32768,13,16
0.414165437,34816,13,17
0.709179044,36864,13,18
0.384574026,38912,13,19
0.680990756,40960,13,20
0.433947802,43008,13,21
0.772094667,45056,13,22
0.525249839,47104,13,23
0.445339382,49152,13,24
0.743339539,51200,13,25
0.298467129,53248,13,26
0.096873485,55296,13,27
0.111154065,57344,13,28
0.07169991,59392,13,29
0.185940042,61440,13,30
0.329852313,63488,13,31
1.008166194,65536,13,32
0.896688461,67584,13,33
0.469364434,69632,13,34
1.196487188,71680,13,35
0.51523459,73728,13,36
0.774102926,75776,13,37
0.749867439,77824,13,38
0.39942506,79872,13,39
0.797386587,81920,13,40
0.634313405,83968,13,41
1.239528656,86016,13,42
0.835417271,88064,13,43
0.367539227,90112,13,44
0.48130089,92160,13,45
0.370890677,94208,13,46
1.035694599,96256,13,47
1.008584976,98304,13,48
0.379006356,100352,13,49
0.357190043,102400,13,50
0.342327774,104448,13,51
0.627906084,106496,13,52
0.430014312,108544,13,53
0.325068116,110592,13,54
0.349374563,112640,13,55
0.481227249,114688,13,56
0.788973451,116736,13,57
0.651192963,118784,13,58
0.223891109,120832,13,59
0.376759142,122880,13,60
0.421106756,124928,13,61
0.737095952,126976,13,62
0.823561251,129024,13,63
0.412409544,131072,13,64
0.434427023,133120,13,65
0.39930898,135168,13,66
0.300795227,137216,13,67
0.019384116,0,14,0
0.089831024,2048,14,1
0.092970423,4096,14,2
0.119730122,6144,14,3
0.130608872,8192,14,4
0.132795662,10240,14,5
0.062310811,12288,14,6
0.173794225,14336,14,7
0.17457138,16384,14,8
0.040226985,18432,14,9
0.052592952,20480,14,10
0.103460334,22528,14,11
0.075112939,24576,14,12
0.076932475,26624,14,13
0.092083558,28672,14,14
0.169520378,30720,14,15
0.13090919,32768,14,16
0.049271613,34816,14,17
0.088058449,36864,14,18
0.063886113,38912,14,19
0.237062544,40960,14,20
0.047856372,43008,14,21
0.088708028,45056,14,22
0.079809643,47104,14,23
0.069719791,49152,14,24
0.11330729,51200,14,25
0.100558184,53248,14,26
0.130993977,55296,14,27
0.146317706,57344,14,28
0.052132167,59392,14,29
0.125147551,61440,14,30
0.067462735,63488,14,31
0.086944215,65536,14,32
0.123342559,67584,14,33
0.07939548,69632,14,34
0.276988715,71680,14,35
0.116794243,73728,14,36
0.098311499,75776,14,37
0.107171915,77824,14,38
0.070902951,79872,14,39
0.164719462,81920,14,40
0.114966907,83968,14,41
0.159114093,86016,14,42
0.17860882,88064,14,43
0.111370713,90112,14,44
0.392545909,92160,14,45
0.299787015,94208,14,46
0.266532421,96256,14,47
0.348602414,98304,14,48
0.586002529,100352,14,49
0.241573066,102400,14,50
0.129842132,104448,14,51
0.129319489,106496,14,52
0.122013286,108544,14,53
0.297046512,110592,14,54
0.150973037,112640,14,55
0.140173092,114688,14,56
0.195026293,116736,14,57
0.258669317,118784,14,58
0.244708776,120832,14,59
1.164811134,122880,14,60
0.973200858,124928,14,61
1.360159039,126976,14,62
1.446901679,129024,14,63
0.778832674,131072,14,64
0.680379152,133120,14,65
0.48282665,135168,14,66
0.184159905,137216,14,67
0.026461223,0,15,0
0.277124643,2048,15,1
0.186067447,4096,15,2
0.068939202,6144,15,3
0.097744539,8192,15,4
0.115575522,10240,15,5
0.065156788,12288,15,6
1.000113606,14336,15,7
0.716602266,16384,15,8
0.063078456,18432,15,9
0.166361541,20480,15,10
0.174761683,22528,15,11
0.214374885,24576,15,12
0.375563592,26624,15,13
0.370285034,28672,15,14
0.412237942,30720,15,15
0.456116855,32768,15,16
0.062159501,34816,15,17
0.177857041,36864,15,18
0.125705332,38912,15,19
0.164964929,40960,15,20
0.040651746,43008,15,21
0.104956158,45056,15,22
0.107991897,47104,15,23
0.05795658,49152,15,24
0.119860373,51200,15,25
0.289654136,53248,15,26
0.662849665,55296,15,27
0.642325759,57344,15,28
0.247980997,59392,15,29
0.46495989,61440,15,30
0.30514729,63488,15,31
0.720788121,65536,15,32
0.781675696,67584,15,33
0.385174453,69632,15,34
1.027310133,71680,15,35
0.915852368,73728,15,36
1.360466719,75776,15,37
0.889349997,77824,15,38
0.590235472,79872,15,39
1.539976239,81920,15,40
1.728087544,83968,15,41
3.920141935,86016,15,42
2.278126478,88064,15,43
0.987996221,90112,15,44
1.651912451,92160,15,45
0.868106127,94208,15,46
2.239798307,96256,15,47
1.730250239,98304,15,48
0.619063854,100352,15,49
1.36034894,102400,15,50
1.901162505,104448,15,51
1.915745139,106496,15,52
0.974040508,108544,15,53
1.451082349,110592,15,54
